City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Thunder Bay,CA,48.4001,-89.3168,29.28,83,100,10.36,Clouds
1,Punta Arenas,CL,-53.15,-70.9167,42.91,81,75,5.75,Clouds
2,Hithadhoo,MV,-0.6,73.0833,82.99,75,29,10.4,Clouds
3,Rikitea,PF,-23.1203,-134.9692,78.48,63,2,10.27,Clear
4,Ust-Ishim,RU,57.6935,71.1665,32.72,74,88,4.18,Clouds
5,Urumqi,CN,43.801,87.6005,67.15,7,0,13.42,Clear
6,Lebu,CL,-37.6167,-73.65,52.25,91,21,7.14,Clouds
7,Arraial Do Cabo,BR,-22.9661,-42.0278,72.18,71,0,7.38,Clear
8,Cape Town,ZA,-33.9258,18.4232,61.92,80,0,9.22,Clear
9,Airai,TL,-8.9266,125.4092,73.99,60,100,1.41,Clouds
10,Bambous Virieux,MU,-20.3428,57.7575,76.21,94,75,1.14,Thunderstorm
11,Ciudad Bolivar,VE,8.1222,-63.5497,83.93,55,39,14.14,Clouds
12,Saskylakh,RU,71.9167,114.0833,29.44,96,100,10.02,Snow
13,Cayenne,GF,4.9333,-52.3333,81.09,1,20,5.01,Clouds
14,Ushuaia,AR,-54.8,-68.3,44.26,93,100,9.22,Clouds
15,New Norfolk,AU,-42.7826,147.0587,60.93,45,100,4.0,Clouds
16,Kenora,CA,49.8167,-94.4337,27.57,93,100,8.05,Mist
17,Langsa,ID,4.4683,97.9683,83.71,71,100,3.29,Clouds
18,Bethel,US,41.3712,-73.414,42.89,55,0,3.44,Clear
19,Carballo,ES,43.213,-8.691,56.55,94,100,7.34,Clouds
20,Lanzhou,CN,36.0564,103.7922,48.58,29,3,3.74,Clear
21,Saint-Philippe,RE,-21.3585,55.7679,74.21,89,14,9.46,Rain
22,Busselton,AU,-33.65,115.3333,63.68,59,92,4.16,Clouds
23,San Jeronimo,PE,-11.9472,-75.2829,48.31,84,53,3.11,Clouds
24,Moron,AR,-34.6534,-58.6198,65.97,86,100,5.95,Clouds
25,Jamestown,US,42.097,-79.2353,34.02,53,0,4.61,Clear
26,Kavieng,PG,-2.5744,150.7967,85.95,65,39,13.73,Clouds
27,Miri,MY,4.4148,114.0089,87.94,74,40,9.22,Clouds
28,Broken Hill,AU,-31.95,141.4333,83.91,21,40,14.97,Clouds
29,Atuona,PF,-9.8,-139.0333,79.74,79,12,18.3,Clouds
30,Albany,US,42.6001,-73.9662,39.58,62,7,6.87,Clear
31,Port Augusta,AU,-32.5,137.7667,69.91,55,100,14.74,Clouds
32,Kavaratti,IN,10.5669,72.642,83.35,71,83,2.68,Clouds
33,Atar,MR,20.5169,-13.0499,85.69,12,100,3.98,Clouds
34,Warrnambool,AU,-38.3833,142.4833,58.8,78,100,12.12,Clouds
35,Liverpool,GB,53.4106,-2.9779,51.62,82,4,10.36,Clear
36,Talnakh,RU,69.4865,88.3972,4.21,93,100,5.21,Clouds
37,Port Blair,IN,11.6667,92.75,86.04,66,20,3.44,Clouds
38,Vardo,NO,70.3705,31.1107,39.51,92,99,10.04,Clouds
39,Avarua,CK,-21.2078,-159.775,80.65,69,20,4.61,Clouds
40,Labuhan,ID,-6.8844,112.2051,85.14,73,63,3.76,Clouds
41,Port Moresby,PG,-9.4431,147.1797,90.82,62,40,14.97,Haze
42,Pringsewu,ID,-5.3582,104.9744,84.45,70,84,2.82,Clouds
43,Rojhan,PK,28.6868,69.9534,86.4,27,100,7.11,Clouds
44,East London,ZA,-33.0153,27.9116,64.58,83,5,13.53,Clear
45,Mae Hong Son,TH,19.3003,97.9685,84.34,65,20,2.3,Clouds
46,Maragogi,BR,-9.0122,-35.2225,78.46,82,100,7.27,Clouds
47,Taldan,RU,53.6667,124.8,37.65,59,100,9.35,Rain
48,Longyearbyen,SJ,78.2186,15.6401,21.04,86,100,4.61,Snow
49,Victoria,HK,22.2855,114.1577,74.17,82,96,1.01,Clouds
50,Constitucion,CL,-35.3333,-72.4167,51.39,92,57,6.46,Clouds
51,Davila,PH,18.4726,120.5763,87.78,65,100,12.97,Clouds
52,Mataura,NZ,-46.1927,168.8643,61.48,46,20,2.84,Clouds
53,Carnarvon,AU,-24.8667,113.6333,73.47,68,88,16.11,Clouds
54,Bluff,NZ,-46.6,168.3333,62.8,63,78,0.69,Clouds
55,Donja Dubica,BA,45.075,18.4114,36.27,75,1,4.32,Clear
56,La Ronge,CA,55.1001,-105.2842,32.25,51,40,2.3,Clouds
57,Bredasdorp,ZA,-34.5322,20.0403,61.03,90,100,4.41,Clouds
58,Port Elizabeth,ZA,-33.918,25.5701,63.32,97,75,9.22,Rain
59,Hobart,AU,-42.8794,147.3294,61.27,67,75,4.61,Clouds
60,Katobu,ID,-4.9408,122.5276,84.07,75,96,3.36,Clouds
61,Severo-Kurilsk,RU,50.6789,156.125,32.07,82,100,7.58,Clouds
62,Mahebourg,MU,-20.4081,57.7,76.24,94,75,1.14,Thunderstorm
63,Nikolskoye,RU,59.7035,30.7861,38.71,75,100,2.98,Clouds
64,Grand-Santi,GF,4.25,-54.3833,71.38,99,81,2.1,Clouds
65,Yellowknife,CA,62.456,-114.3525,18.12,57,20,5.75,Clouds
66,Rocha,UY,-34.4833,-54.3333,56.14,93,100,3.04,Clouds
67,Fallon,US,39.4735,-118.7774,69.67,11,0,3.44,Clear
68,Cocorit,MX,27.5833,-109.9667,79.14,19,100,9.57,Clouds
69,Marovoay,MG,-16.1,46.6333,73.65,79,13,4.12,Clouds
70,Saint-Joseph,RE,-21.3667,55.6167,73.2,86,7,9.95,Clear
71,Yumen,CN,40.2833,97.2,50.31,21,0,8.75,Clear
72,Bolgatanga,GH,10.7856,-0.8514,90.01,14,100,2.66,Clouds
73,Imbituba,BR,-28.24,-48.6703,68.86,73,38,0.58,Clouds
74,Maarianhamina,AX,60.0973,19.9348,33.66,100,0,3.44,Clear
75,Caconda,AO,-13.7333,15.0667,58.46,96,24,3.98,Clouds
76,La Orilla,MX,17.9833,-102.2333,72.99,73,87,2.19,Clouds
77,Kamskiye Polyany,RU,55.4307,51.4171,34.61,99,100,3.0,Clouds
78,Hermanus,ZA,-34.4187,19.2345,59.81,87,99,9.8,Clouds
79,Tuktoyaktuk,CA,69.4541,-133.0374,15.8,67,75,6.91,Clouds
80,Hokitika,NZ,-42.7167,170.9667,62.67,58,0,4.47,Clear
81,Songea,TZ,-10.6833,35.65,61.52,99,95,2.42,Clouds
82,Vaini,TO,-21.2,-175.2,84.36,84,75,8.05,Clouds
83,Chokurdakh,RU,70.6333,147.9167,14.13,88,36,4.83,Clouds
84,Huarmey,PE,-10.0681,-78.1522,67.1,84,6,7.72,Clear
85,Paamiut,GL,61.994,-49.6678,24.89,86,94,0.83,Clouds
86,Leningradskiy,RU,69.3833,178.4167,21.11,90,95,6.02,Clouds
87,Changji,CN,44.0167,87.3167,70.59,7,0,13.42,Clear
88,Haukipudas,FI,65.1765,25.3523,30.25,93,78,4.05,Clouds
89,Baft,IR,29.234,56.6057,53.2,14,0,3.22,Clear
90,Castro,BR,-24.7911,-50.0119,50.7,98,13,5.1,Clouds
91,Asyut,EG,27.181,31.1837,79.86,13,39,3.8,Clouds
92,Krasnaya Zarya,RU,52.7825,37.6806,35.49,96,100,14.0,Rain
93,Dongsheng,CN,39.8161,109.9776,49.41,25,33,14.61,Clouds
94,Paranagua,BR,-25.52,-48.5092,62.2,95,97,1.66,Clouds
95,Odweyne,SO,9.4092,45.064,71.76,63,5,3.27,Clear
96,Tuatapere,NZ,-46.1333,167.6833,62.62,55,72,1.19,Clouds
97,Tevaitoa,PF,-16.7833,-151.5,80.74,74,15,11.14,Rain
98,Torbay,CA,47.6666,-52.7314,52.57,93,75,25.32,Clouds
99,Vila Velha,BR,-20.3297,-40.2925,75.15,81,40,9.22,Clouds
100,Inirida,CO,3.8653,-67.9239,73.51,97,100,3.0,Clouds
101,Hilo,US,19.7297,-155.09,76.28,90,75,6.91,Rain
102,College,US,64.8569,-147.8028,41.22,28,20,8.05,Clouds
103,Sochi,RU,43.6,39.7303,59.09,55,100,6.89,Clouds
104,Geraldton,AU,-28.7667,114.6,72.01,43,0,19.57,Clear
105,Nagorsk,RU,59.3172,50.8078,27.86,81,20,0.38,Clouds
106,Tasiilaq,GL,65.6145,-37.6368,31.75,95,100,8.3,Clouds
107,Barrow,US,71.2906,-156.7887,8.62,78,0,8.05,Clear
108,Kapaa,US,22.0752,-159.319,82.38,87,40,18.41,Rain
109,Bonoua,CI,5.2741,-3.595,80.22,94,100,4.74,Rain
110,Hobyo,SO,5.3505,48.5268,82.85,77,100,11.56,Rain
111,Volax,GR,41.3167,24.0,36.84,81,100,5.12,Clouds
112,Komyshuvakha,UA,47.7176,35.5288,44.29,89,100,11.86,Clouds
113,Chitral,PK,35.8462,71.7858,62.78,46,52,4.03,Clouds
114,Isangel,VU,-19.55,169.2667,83.37,71,100,3.76,Clouds
115,Vysokogornyy,RU,50.1167,139.15,32.16,76,100,4.79,Clouds
116,Les Cayes,HT,18.2,-73.75,76.3,82,94,10.45,Clouds
117,Gandai,IN,21.6667,81.1,94.75,23,1,12.84,Clear
118,San Patricio,US,28.017,-97.5169,76.87,87,50,7.18,Clouds
119,Butaritari,KI,3.0707,172.7902,81.59,73,30,12.71,Clouds
120,Cockburn Town,TC,21.4612,-71.1419,78.08,85,72,22.57,Clouds
121,Pevek,RU,69.7008,170.3133,12.06,83,28,2.59,Clouds
122,Bressuire,FR,46.9167,-0.5,46.71,94,3,7.67,Clear
123,Iqaluit,CA,63.7506,-68.5145,-9.67,77,20,10.36,Clouds
124,Georgetown,MY,5.4112,100.3354,85.93,83,20,5.75,Thunderstorm
125,Anuchino,RU,43.9622,133.0544,49.73,26,44,8.9,Clouds
126,Kruisfontein,ZA,-34.0033,24.7314,59.88,88,100,4.5,Rain
127,Kirensk,RU,57.7853,108.1119,47.3,82,100,13.35,Rain
128,San Quintin,MX,30.4833,-115.95,59.23,86,2,15.32,Clear
129,Willowmore,ZA,-33.2926,23.4895,51.62,84,77,3.74,Clouds
130,Mukhen,RU,48.1,136.1,39.74,81,99,6.26,Clouds
131,Mareeba,AU,-17.0,145.4333,85.44,64,72,7.18,Clouds
132,San Cristobal,VE,7.7669,-72.225,68.18,96,99,3.15,Clouds
133,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,73.6,96,100,0.98,Clouds
134,Kachug,RU,53.9606,105.8817,59.74,54,100,10.16,Clouds
135,Khargapur,IN,24.823,79.144,94.77,13,6,12.88,Clear
136,Chumikan,RU,54.7183,135.315,34.23,84,9,10.78,Clear
137,Camacha,PT,33.0833,-16.3333,58.42,82,40,19.57,Clouds
138,Puerto Ayora,EC,-0.7393,-90.3518,75.16,95,100,7.2,Rain
139,Hirosaki,JP,40.5931,140.4725,60.78,31,100,10.18,Clouds
140,Qaanaaq,GL,77.484,-69.3632,-20.51,70,0,6.38,Clear
141,Dakar,SN,14.6937,-17.4441,67.08,89,5,18.92,Clear
142,Thinadhoo,MV,0.5333,72.9333,83.43,71,100,9.84,Clouds
143,Canutama,BR,-6.5339,-64.3831,73.65,99,100,0.67,Clouds
144,Nome,US,64.5011,-165.4064,31.15,86,100,16.11,Snow
145,Inuvik,CA,68.3499,-133.7218,23.86,36,40,9.22,Clouds
146,Ancud,CL,-41.8697,-73.8203,56.23,89,87,6.58,Clouds
147,Lata,PT,40.1629,-8.3327,58.82,97,48,0.96,Clouds
148,Dingle,PH,10.9995,122.6711,86.05,64,47,12.97,Clouds
149,Manta,EC,-0.95,-80.7333,76.78,83,40,4.61,Clouds
150,Eureka,US,40.8021,-124.1637,56.19,67,100,5.01,Clouds
151,America Dourada,BR,-11.4553,-41.4361,68.97,89,86,9.19,Clouds
152,Formosa Do Rio Preto,BR,-11.0483,-45.1931,69.93,99,100,2.42,Clouds
153,Khatanga,RU,71.9667,102.5,9.0,91,95,15.08,Clouds
154,Sur,OM,22.5667,59.5289,86.72,45,0,7.9,Clear
155,Asmara,ER,15.3333,38.9333,60.22,38,0,4.05,Clear
156,Saint-Augustin,CA,51.226,-58.6502,31.8,98,100,10.36,Clouds
157,Nanortalik,GL,60.1432,-45.2371,29.12,88,45,10.0,Clouds
